seccion,manzana,parcela,partida,calle_nombre,calle_altura,vencimiento_certificado,direccion,lat,lon,epsg
65,96,7,135111.0,FRANKLIN,2360,2027-11-01,FRANKLIN 2360,Sin dato,Sin dato,Sin dato
49,23,9,241587.0,BALBOA,371,2027-11-02,BALBOA 371,-34.592005,-58.466500,4326
23,63,020A,412221.0,O'HIGGINS,1780,2027-11-02,O'HIGGINS 1780,-34.562973,-58.450317,4326
29,103,20,340775.0,ARIAS,1645,2027-11-03,ARIAS 1645,-34.538540,-58.465873,4326
40,132,45,155258.0,SENILLOSA,211,2027-11-04,SENILLOSA 211,-34.618791,-58.429958,4326
79,69,23,261214.0,BAHIA BLANCA,1697,2027-11-04,BAHIA BLANCA 1697,-34.618515,-58.492395,4326
17,99,8,170019.0,"MITRE, BARTOLOME",3776,2027-11-06,"MITRE, BARTOLOME 3776",-34.609726,-58.419509,4326
54,199,43,22160.0,PORTELA,721,2027-11-06,PORTELA 721,-34.640316,-58.469758,4326
35,32,19,403552.0,"CARRANZA, ANGEL JUSTINIANO",1731,2027-11-08,"CARRANZA, ANGEL JUSTINIANO 1731",-34.582313,-58.438005,4326
79,81,17,260738.0,CAMARONES,3750,2027-11-08,CAMARONES 3750,-34.618202,-58.490138,4326
36,132,6,150195.0,REPUBLICA BOLIVARIANA DE VENEZUELA,3652,2027-11-09,REPUBLICA BOLIVARIANA DE VENEZUELA 3652,-34.617457,-58.417603,4326
65,129,001B,147285.0,BOGOTA,2020,2027-11-12,BOGOTA 2020,-34.623624,-58.459231,4326
36,79,13,152009.0,"BOCAYUVA, QUINTINO",544,2027-11-12,"BOCAYUVA, QUINTINO 544",-34.618351,-58.422473,4326
14,17,032A,214557.0,"CEVALLOS, Virrey",969,2027-11-12,"CEVALLOS, Virrey 969",-34.619705,-58.388913,4326
35,2,24,402622.0,"CABRERA, JOSE A.",5569,2027-11-13,"CABRERA, JOSE A. 5569",-34.585964,-58.437707,4326
65,37,014B,148457.0,NAZCA AV.,767,2027-11-14,NAZCA AV. 767,-34.623579,-58.472718,4326
65,94,025A,458084.0,PAEZ,2315,2027-11-14,PAEZ 2315,-34.619501,-58.465605,4326
35,101,11,403756.0,PARAGUAY,5390,2027-11-16,PARAGUAY 5390,-34.578027,-58.432843,4326
65,117,22,134427.0,PAEZ,2165,2027-11-16,PAEZ 2165,-34.618770,-58.463857,4326
5,8,31,223238.0,RODRIGUEZ PEÑA,736,2027-11-17,RODRIGUEZ PEÑA 736,-34.600336,-58.391523,4326
22,3,11,182120.0,COCHABAMBA,2584,2027-11-19,COCHABAMBA 2584,-34.625185,-58.401590,4326
65,85,004D,134906.0,"ARANGUREN, JUAN F., Dr.",2344,2027-11-20,"ARANGUREN, JUAN F., Dr. 2344",-34.622901,-58.464456,4326
65,029A,19,137160.0,PAEZ,2901,2027-11-20,PAEZ 2901,-34.622208,-58.473733,4326
43,68,025A,375751.0,"LARRALDE, CRISOLOGO AV.",3315,2027-11-20,"LARRALDE, CRISOLOGO AV. 3315",-34.553361,-58.476240,4326
65,18,17,148832.0,HELGUERA,715,2027-11-21,HELGUERA 715,-34.623689,-58.475870,4326
43,179,11,375829.0,"LARRALDE, CRISOLOGO AV.",2475,2027-11-22,"LARRALDE, CRISOLOGO AV. 2475",-34.549386,-58.469052,4326
95,42,30,7212.0,IRIGOYEN,78,2027-11-22,IRIGOYEN 78,Sin dato,Sin dato,Sin dato
73,008B,9,362384.0,CUENCA,4875,2027-11-23,CUENCA 4875,-34.587242,-58.507408,4326
65,125,006C,149477.0,GRANADEROS,689,2027-11-24,GRANADEROS 689,-34.620023,-58.462620,4326
57,090B,6,131431.0,FRAGATA Pres. SARMIENTO,1085,2027-11-26,FRAGATA Pres. SARMIENTO 1085,-34.612226,-58.454493,4326
54,096A,37,25239.0,ZINNY,1567,2027-11-27,ZINNY 1567,-34.651276,-58.472693,4326
48,32,27,145400.0,REMEDIOS,2963,2027-11-28,REMEDIOS 2963,Sin dato,Sin dato,Sin dato
14,16,6,213447.0,"CALVO, CARLOS",1656,2027-11-28,"CALVO, CARLOS 1656",-34.620135,-58.389530,4326
48,142,001H,147930.0,LAUTARO,323,2027-11-28,LAUTARO 323,-34.631041,-58.455923,4326
39,60,007A,325114.0,CONESA,1803,2027-11-28,CONESA 1803,-34.567975,-58.460017,4326
17,087B,34,170416.0,"SALGUERO, JERONIMO",186,2027-11-29,"SALGUERO, JERONIMO 186",-34.608850,-58.420075,4326
43,012D,3,378594.0,VEDIA,3892,2027-11-29,VEDIA 3892,Sin dato,Sin dato,Sin dato
17,101,31,170089.0,BULNES,282,2027-11-30,BULNES 282,-34.607633,-58.418749,4326
35,112,3,402945.0,CHARCAS,5018,2027-12-04,CHARCAS 5018,-34.579127,-58.429292,4326
45,120,3,174673.0,"JAURETCHE, ARTURO",126,2027-12-05,"JAURETCHE, ARTURO 126",-34.609919,-58.434678,4326
79,107,43,259890.0,CONCORDIA,1668,2027-12-05,CONCORDIA 1668,-34.616636,-58.487669,4326
48,101A,1,143048.0,RIVERA INDARTE AV.,811,2027-12-06,RIVERA INDARTE AV. 811,-34.638163,-58.456943,4326
13,1,011A,192606.0,BULNES,93,2027-12-06,BULNES 93,-34.609745,-58.418595,4326
25,112,27,342373.0,BLANCO ENCALADA,867,2027-12-07,BLANCO ENCALADA 867,-34.549682,-58.443073,4326
17,67,8,171301.0,GASCON,377,2027-12-07,GASCON 377,-34.607594,-58.424589,4326
79,131A,23,258884.0,CAMPANA,1718,2027-12-11,CAMPANA 1718,-34.614940,-58.485884,4326
48,61,001B,144255.0,DIRECTORIO AV.,2710,2027-12-11,DIRECTORIO AV. 2710,-34.634858,-58.464978,4326
57,102,018B,458122.0,ESPINOSA,423,2027-12-12,ESPINOSA 423,Sin dato,Sin dato,Sin dato
49,10,5,242233.0,"ALVAREZ, DONATO, Tte. Gral. AV.",2593,2027-12-13,"ALVAREZ, DONATO, Tte. Gral. AV. 2593",-34.594473,-58.468558,4326
36,60,17,152619.0,TREINTA Y TRES ORIENTALES,332,2027-12-14,TREINTA Y TRES ORIENTALES 332,-34.617321,-58.424371,4326
83,26,11,271675.0,ASUNCION,4245,2027-12-14,ASUNCION 4245,-34.602349,-58.513606,4326
79,039B,2,261879.0,"BELAUSTEGUI, LUIS, Dr.",3970,2027-12-15,"BELAUSTEGUI, LUIS, Dr. 3970",-34.623999,-58.488639,4326
48,69,2,144410.0,"LAFERRERE, GREGORIO de",2838,2027-12-16,"LAFERRERE, GREGORIO de 2838",-34.638748,-58.462299,4326
22,20,27,181752.0,MATHEU,973,2027-12-19,MATHEU 973,-34.620580,-58.399922,4326
48,16,28,146070.0,"BUSTILLO, JOSE M., Gral.",3323,2027-12-19,"BUSTILLO, JOSE M., Gral. 3323",-34.641805,-58.465768,4326
49,020B,3,299714.0,14 DE JULIO,139,2027-12-20,14 DE JULIO 139,-34.591002,-58.468040,4326
17,68,10,171325.0,"ACUÑA DE FIGUEROA, FRANCISCO",304,2027-12-20,"ACUÑA DE FIGUEROA, FRANCISCO 304",-34.607130,-58.422952,4326
43,153,012A,331568.0,"LARRALDE, CRISOLOGO AV.",2701,2027-12-21,"LARRALDE, CRISOLOGO AV. 2701",-34.550548,-58.471158,4326
22,9,7,182245.0,INDEPENDENCIA AV.,2650,2027-12-22,INDEPENDENCIA AV. 2650,-34.618886,-58.402945,4326
2,70,10,215021.0,PASEO COLON AV.,484,2027-12-26,PASEO COLON AV. 484,-34.613215,-58.369023,4326
48,6,25,146424.0,GARZON EUGENIO GENERAL,3387,2027-12-31,GARZON EUGENIO GENERAL 3387,-34.639754,-58.469627,4326
22,11,27,182041.0,ALBERTI,1097,2028-01-02,ALBERTI 1097,-34.622096,-58.400694,4326
48,139,023B,146735.0,"FERNANDEZ MORENO, BALDOMERO",2101,2028-01-05,"FERNANDEZ MORENO, BALDOMERO 2101",-34.634874,-58.454200,4326
48,52,32,144927.0,LAFUENTE,171,2028-01-05,LAFUENTE 171,-34.632477,-58.467422,4326
73,84,13,360432.0,GAVILAN,4455,2028-01-09,GAVILAN 4455,-34.583251,-58.492500,4326
31,29,15,421877.0,"RAMIREZ DE VELASCO, JUAN",631,2028-01-09,"RAMIREZ DE VELASCO, JUAN 631",-34.597127,-58.437797,4326
65,103,001C,147565.0,GAVILAN,584,2028-01-09,GAVILAN 584,-34.622379,-58.462758,4326
22,41,15,180897.0,PASCO,1248,2028-01-09,PASCO 1248,-34.623634,-58.396128,4326
35,110B,012A,406192.0,OLLEROS,2410,2028-01-10,OLLEROS 2410,-34.570740,-58.443931,4326
19,126,023A,433848.0,"MANSILLA, LUCIO NORBERTO, GENERAL",3748,2028-01-11,"MANSILLA, LUCIO NORBERTO, GENERAL 3748",-34.590180,-58.415946,4326
41,149,12,330465.0,"PEDRAZA, MANUELA",2549,2028-01-14,"PEDRAZA, MANUELA 2549",-34.552481,-58.467750,4326
54,149A,1,3701.0,"ACOSTA, MARIANO AV.",215,2028-01-15,"ACOSTA, MARIANO AV. 215",-34.636187,-58.479664,4326
48,73,017B,146756.0,CULPINA,996,2028-01-17,CULPINA 996,-34.640239,-58.459839,4326
43,8,2,332927.0,RUIZ HUIDOBRO AV.,3752,2028-01-22,RUIZ HUIDOBRO AV. 3752,-34.550334,-58.485368,4326
14,36,001B,214589.0,CONSTITUCION,1310,2028-01-24,CONSTITUCION 1310,-34.624758,-58.384652,4326
14,36,001A,214588.0,CONSTITUCION,1302,2028-01-25,CONSTITUCION 1302,-34.624754,-58.384543,4326
65,99,025A,149635.0,RIVADAVIA AV.,6701,2028-01-26,RIVADAVIA AV. 6701,-34.627961,-58.459878,4326
36,77,25,152058.0,YAPEYU,637,2028-01-26,YAPEYU 637,-34.619452,-58.421571,4326
31,72,3,420208.0,LAVALLEJA,975,2028-01-27,LAVALLEJA 975,-34.597659,-58.429246,4326
48,10,12,146279.0,PORTELA,230,2028-01-29,PORTELA 230,-34.634917,-58.472018,4326
39,88,12,325204.0,LA PAMPA,2511,2028-01-31,LA PAMPA 2511,-34.565475,-58.455370,4326
30,97,39,182468.0,JUJUY AV.,821,2028-02-02,JUJUY AV. 821,-34.619219,-58.403507,4326
17,27,23,172584.0,YATAY,233,2028-02-02,YATAY 233,-34.609988,-58.428974,4326
65,13,24,137321.0,BACACAY,3035,2028-02-04,BACACAY 3035,-34.628941,-58.472736,4326
31,11,10,423630.0,VILLARROEL,1159,2028-02-05,VILLARROEL 1159,-34.593692,-58.443994,4326
48,15,27,146099.0,"FERNANDEZ MORENO, BALDOMERO",3255,2028-02-05,"FERNANDEZ MORENO, BALDOMERO 3255",-34.642489,-58.465301,4326
30,67,4,183508.0,INDEPENDENCIA AV.,3032,2028-02-07,INDEPENDENCIA AV. 3032,-34.619909,-58.408273,4326
22,28,10,181411.0,MATHEU,916,2028-02-08,MATHEU 916,-34.619982,-58.399859,4326
19,130,13,426154.0,PARAGUAY,4087,2028-02-10,PARAGUAY 4087,-34.587909,-58.419930,4326
22,17,27,181857.0,COCHABAMBA,2411,2028-02-15,COCHABAMBA 2411,-34.624654,-58.399337,4326
43,63,10,334064.0,ARIAS,3404,2028-02-15,ARIAS 3404,-34.545955,-58.483131,4326
22,34,13,181163.0,PICHINCHA,1124,2028-02-15,PICHINCHA 1124,-34.622231,-58.398054,4326
37,128,3,409861.0,AMENABAR,822,2028-02-19,AMENABAR 822,-34.571761,-58.447611,4326
37,5,15,406538.0,"LACROZE, FEDERICO AV.",3795,2028-02-19,"LACROZE, FEDERICO AV. 3795",-34.583203,-58.452799,4326
22,37,2,181032.0,INDEPENDENCIA AV.,2218,2028-02-19,INDEPENDENCIA AV. 2218,-34.618562,-58.397837,4326
39,19,001B,326154.0,MELIAN AV.,2284,2028-02-20,MELIAN AV. 2284,-34.567174,-58.469477,4326
49,58,1,240845.0,ALVAREZ THOMAS AV.,2102,2028-02-20,ALVAREZ THOMAS AV. 2102,-34.578320,-58.470988,4326
79,119A,28,258710.0,CAMPANA,1410,2028-02-22,CAMPANA 1410,-34.617952,-58.483494,4326
14,17,31,213434.0,"CEVALLOS, Virrey",981,2028-02-26,"CEVALLOS, Virrey 981",-34.619807,-58.388906,4326
30,19,041A,184892.0,LINIERS VIRREY,837,2028-02-26,LINIERS VIRREY 837,-34.621377,-58.413820,4326
40,65,35,157459.0,"MORENO, JOSE MARIA AV.",825,2028-02-27,"MORENO, JOSE MARIA AV. 825",-34.628422,-58.433807,4326
39,23,16,325299.0,MELIAN AV.,1967,2028-02-28,MELIAN AV. 1967,-34.569698,-58.466407,4326
48,8,19,146354.0,TANDIL,3165,2028-03-01,TANDIL 3165,-34.637639,-58.470493,4326
39,43,025E,378219.0,MENDOZA,3257,2028-03-01,MENDOZA 3257,Sin dato,Sin dato,Sin dato
39,17,021A,325586.0,MELIAN AV.,2086,2028-03-01,MELIAN AV. 2086,-34.568860,-58.467565,4326
11,3,28,441156.0,LARREA,958,2028-03-02,LARREA 958,-34.596794,-58.401812,4326
11,48,015A,442265.0,FRENCH,2153,2028-03-02,FRENCH 2153,-34.592172,-58.396894,4326
30,87,11,183075.0,"LUCA, ESTEBAN de",1520,2028-03-06,"LUCA, ESTEBAN de 1520",-34.628068,-58.403648,4326
37,129,7,409935.0,AGUILAR,2698,2028-03-06,AGUILAR 2698,-34.571489,-58.449252,4326
30,76,023A,186134.0,ESTADOS UNIDOS,2923,2028-03-06,ESTADOS UNIDOS 2923,-34.620612,-58.406716,4326
49,151,22,238525.0,ELCANO AV.,3693,2028-03-08,ELCANO AV. 3693,-34.579538,-58.460607,4326
81,157,037A,300765.0,CAMPANA,3462,2028-03-08,CAMPANA 3462,-34.598840,-58.499185,4326
1,9,9,220811.0,"MITRE, BARTOLOME",788,2028-03-15,"MITRE, BARTOLOME 788",-34.607069,-58.377695,4326
30,8,17,185296.0,HUMBERTO 1°,3577,2028-03-15,HUMBERTO 1° 3577,-34.624453,-58.415682,4326
3,062B,001F,453581.0,"ALEM, LEANDRO N. AV.",835,2028-03-16,"ALEM, LEANDRO N. AV. 835",-34.597854,-58.371153,4326
30,90,7,182732.0,PAVON,2654,2028-03-16,PAVON 2654,-34.627600,-58.402121,4326
48,130,014E,149332.0,"BONORINO, ESTEBAN, Cnel. AV.",540,2028-03-18,"BONORINO, ESTEBAN, Cnel. AV. 540",-34.633963,-58.457011,4326
48,74,021A,149469.0,CULPINA,806,2028-03-19,CULPINA 806,-34.638672,-58.461966,4326
30,17,27,184963.0,LINIERS VIRREY,1039,2028-03-22,LINIERS VIRREY 1039,-34.623777,-58.413761,4326
82,43,32,69379.0,TABARE,6473,2028-03-25,TABARE 6473,-34.690931,-58.470345,4326
47,75,8,228399.0,GALICIA,270,2028-03-25,GALICIA 270,-34.602571,-58.446340,4326
5,72,015C,221368.0,"PELLEGRINI, CARLOS",587,2028-03-26,"PELLEGRINI, CARLOS 587",-34.601545,-58.381046,4326
47,143,11,227032.0,OTERO,87,2028-03-26,OTERO 87,-34.593885,-58.451201,4326
37,102,5,409017.0,"AVILES, VIRREY",2968,2028-03-27,"AVILES, VIRREY 2968",-34.571112,-58.456832,4326
47,88,10,227502.0,"NEWBERY, JORGE AV.",4674,2028-03-30,"NEWBERY, JORGE AV. 4674",-34.594162,-58.456538,4326
30,44,11,184050.0,CONSTITUCION,3161,2028-03-31,CONSTITUCION 3161,-34.627366,-58.409584,4326
43,80,5,331399.0,JARAMILLO,3262,2028-04-03,JARAMILLO 3262,-34.552074,-58.476375,4326
65,16,24,137430.0,"ARANGUREN, JUAN F., Dr.",3069,2028-04-04,"ARANGUREN, JUAN F., Dr. 3069",-34.625770,-58.474565,4326
43,4,5,331912.0,GARCIA DEL RIO,3878,2028-04-10,GARCIA DEL RIO 3878,-34.553485,-58.483193,4326
48,68,4,144472.0,CULPINA,961,2028-04-10,CULPINA 961,-34.640061,-58.460224,4326
87,88,6,278478.0,"PAZ, MARCOS",2548,2028-04-11,"PAZ, MARCOS 2548",-34.615437,-58.506813,4326
41,140,5,366998.0,"LARRALDE, CRISOLOGO AV.",2646,2028-04-12,"LARRALDE, CRISOLOGO AV. 2646",-34.550372,-58.470619,4326
35,87,28,403699.0,SOLER,5725,2028-04-13,SOLER 5725,-34.579810,-58.433852,4326
1,24,028A,220794.0,FLORIDA,754,2028-04-16,FLORIDA 754,-34.599242,-58.375421,4326
17,28,028A,172625.0,DIAZ VELEZ AV.,4333,2028-04-16,DIAZ VELEZ AV. 4333,-34.608634,-58.428345,4326
18,143,7,113812.0,BRANDSEN,1758,2028-04-17,BRANDSEN 1758,-34.637986,-58.375569,4326
29,5,2,339726.0,BESARES,2314,2028-04-17,BESARES 2314,-34.544827,-58.469978,4326
25,050A,5,335841.0,11 DE SEPTIEMBRE DE 1888,2173,2028-04-21,11 DE SEPTIEMBRE DE 1888 2173,-34.558051,-58.451725,4326
7,13,014B,453617.0,CORDOBA AV.,1669,2028-04-22,CORDOBA AV. 1669,-34.599458,-58.391189,4326
49,150,27,238478.0,ELCANO AV.,3729,2028-04-24,ELCANO AV. 3729,-34.580011,-58.460608,4326
36,92,10,151662.0,"CALVO, CARLOS AV.",3888,2028-04-25,"CALVO, CARLOS AV. 3888",-34.624721,-58.420184,4326
48,70,14,144407.0,CULPINA,713,2028-04-26,CULPINA 713,-34.637831,-58.463246,4326
76,184,007C,96848.0,BRAGADO,5843,2028-04-29,BRAGADO 5843,-34.652538,-58.501820,4326
36,83,24,151917.0,BELGRANO,3971,2028-05-02,BELGRANO 3971,-34.615763,-58.422449,4326
30,11,6,185163.0,PAVON,3442,2028-05-04,PAVON 3442,-34.629727,-58.413816,4326
43,117,2,332774.0,BESARES,3018,2028-05-07,BESARES 3018,-34.547293,-58.476703,4326
30,88,21,183056.0,PAVON,2721,2028-05-08,PAVON 2721,-34.627616,-58.403017,4326
19,5,7,423974.0,GORRITI,3748,2028-05-09,GORRITI 3748,-34.595554,-58.417597,4326
47,10,30,230314.0,"RODRIGUEZ, MANUEL A., GENERAL",2032,2028-05-09,"RODRIGUEZ, MANUEL A., GENERAL 2032",-34.600704,-58.454803,4326
48,73,4,144033.0,"FERNANDEZ MORENO, BALDOMERO",2744,2028-05-09,"FERNANDEZ MORENO, BALDOMERO 2744",-34.639355,-58.460504,4326
1,15,029A,220984.0,MAIPU,650,2028-05-11,MAIPU 650,-34.600462,-58.376827,4326
48,102,5,143013.0,"FERNANDEZ MORENO, BALDOMERO",2436,2028-05-14,"FERNANDEZ MORENO, BALDOMERO 2436",-34.637533,-58.458316,4326
2,69,024b,219265.0,MEXICO,139,2028-05-15,MEXICO 139,-34.614608,-58.368090,4326
30,50,24,183927.0,"URQUIZA, Gral.",1273,2028-05-17,"URQUIZA, Gral. 1273",-34.625736,-58.408812,4326
49,165,21,237741.0,FOREST AV.,1138,2028-05-18,FOREST AV. 1138,-34.579224,-58.459493,4326
36,94,13,151570.0,CASTRO,832,2028-05-19,CASTRO 832,Sin dato,Sin dato,Sin dato
54,205,007A,97911.0,"FALCON, RAMON L.,CNEL.",3264,2028-05-20,"FALCON, RAMON L.,CNEL. 3264",-34.633354,-58.473576,4326
4,3,4,211452.0,HUMBERTO 1°,842,2028-05-21,HUMBERTO 1° 842,-34.620913,-58.377849,4326
43,64,28,334394.0,CONDE,4630,2028-05-21,CONDE 4630,-34.545569,-58.483252,4326
48,102,13,143020.0,PEDERNERA,814,2028-05-22,PEDERNERA 814,-34.638153,-58.458536,4326
48,77,015A,148642.0,CULPINA,544,2028-05-22,CULPINA 544,-34.636309,-58.464044,4326
17,20,8,173405.0,ROCAMORA,4596,2028-05-27,ROCAMORA 4596,-34.599025,-58.428993,4326
40,131,15,155273.0,DOBLAS,324,2028-05-28,DOBLAS 324,-34.620162,-58.431190,4326
31,49,12,420588.0,LOYOLA,187,2028-05-29,LOYOLA 187,-34.598761,-58.432825,4326
45,17,026A,179540.0,BOGOTA,837,2028-05-30,BOGOTA 837,-34.617491,-58.443347,4326
57,34,028A,148047.0,"ALVAREZ, DONATO, Tte. Gral.",924,2028-06-01,"ALVAREZ, DONATO, Tte. Gral. 924",-34.615630,-58.458694,4326
36,132,34,150222.0,AGRELO,3613,2028-06-02,AGRELO 3613,-34.618541,-58.417014,4326
21,53,19,430565.0,JUNCAL,4453,2028-06-04,JUNCAL 4453,-34.577538,-58.422197,4326
42,077A,3,138376.0,RIVADAVIA AV.,5822,2028-06-05,RIVADAVIA AV. 5822,-34.623221,-58.447566,4326
27,110A,8,371912.0,"ROMERO, EDUARDO, Sgto.",2551,2028-06-06,"ROMERO, EDUARDO, Sgto. 2551",-34.549855,-58.446957,4326
36,38,38,153393.0,"CALVO, CARLOS AV.",4129,2028-06-06,"CALVO, CARLOS AV. 4129",-34.624829,-58.423590,4326
36,92,012A,162250.0,CASTRO,1008,2028-06-11,CASTRO 1008,Sin dato,Sin dato,Sin dato
36,77,2,152034.0,AGRELO,3968,2028-06-11,AGRELO 3968,-34.618973,-58.421861,4326
38,49,9,41458.0,BALBASTRO,864,2028-06-13,BALBASTRO 864,-34.636688,-58.430394,4326
48,11,13,146240.0,PORTELA,150,2028-06-14,PORTELA 150,-34.633727,-58.472567,4326
48,76,9,143775.0,CULPINA,608,2028-06-17,CULPINA 608,-34.637152,-58.463670,4326
48,4,14,146525.0,"MARTI, JOSE",813,2028-06-20,"MARTI, JOSE 813",-34.640990,-58.468128,4326
27,101,11,370193.0,PADRE NEUMANN JUAN B.,1467,2028-06-22,PADRE NEUMANN JUAN B. 1467,-34.550272,-58.452695,4326
30,11,036B,185200.0,LINIERS VIRREY,1621,2028-06-25,LINIERS VIRREY 1621,-34.629843,-58.413213,4326
27,90,005A,372465.0,ROOSEVELT FRANKLIN D.,1582,2028-06-25,ROOSEVELT FRANKLIN D. 1582,-34.552702,-58.452482,4326
36,72,47,152226.0,CASTRO,913,2028-06-25,CASTRO 913,Sin dato,Sin dato,Sin dato
45,105,39,174849.0,CAMPICHUELO,434,2028-06-26,CAMPICHUELO 434,-34.612340,-58.434981,4326
43,80,3,331401.0,JARAMILLO,3234,2028-06-28,JARAMILLO 3234,-34.551989,-58.476213,4326
36,37,5,153417.0,"CALVO, CARLOS AV.",4140,2028-06-28,"CALVO, CARLOS AV. 4140",-34.624969,-58.423757,4326
59,89,13,233984.0,"ALVAREZ, DONATO, Tte. Gral.",1785,2028-06-30,"ALVAREZ, DONATO, Tte. Gral. 1785",-34.606806,-58.462915,4326
37,80,007B,416796.0,CONDE,1615,2028-07-02,CONDE 1615,-34.572184,-58.461177,4326
37,50,12,414252.0,CONDE,960,2028-07-02,CONDE 960,-34.576511,-58.452677,4326
37,90,12,408985.0,"AVILES, VIRREY",3024,2028-07-03,"AVILES, VIRREY 3024",-34.571706,-58.457287,4326
51,29,5,350556.0,JURAMENTO,5450,2028-07-03,JURAMENTO 5450,-34.580303,-58.486307,4326
36,94,44,151601.0,CASTRO BARROS,819,2028-07-04,CASTRO BARROS 819,-34.621647,-58.419413,4326
37,55,008B,414257.0,CONDE,1298,2028-07-04,CONDE 1298,-34.574659,-58.456652,4326
36,23,14,153986.0,MUÑIZ,826,2028-07-05,MUÑIZ 826,-34.623808,-58.426187,4326
43,166,3,335275.0,"PAZ, GRAL. AV.",1160,2028-07-10,"PAZ, GRAL. AV. 1160",-34.539778,-58.476269,4326
36,83,012A,162301.0,"YRIGOYEN, HIPOLITO AV.",3998,2028-07-11,"YRIGOYEN, HIPOLITO AV. 3998",-34.614814,-58.422923,4326
51,61,31,342957.0,COMBATIENTES DE MALVINAS AV.,3628,2028-07-12,COMBATIENTES DE MALVINAS AV. 3628,-34.577725,-58.477556,4326
36,37,49,153460.0,TREINTA Y TRES ORIENTALES,921,2028-07-13,TREINTA Y TRES ORIENTALES 921,-34.625255,-58.423192,4326
42,41,38,139599.0,MALVINAS ARGENTINAS,153,2028-07-13,MALVINAS ARGENTINAS 153,-34.626488,-58.451251,4326
37,90,23,408973.0,"FREIRE, RAMON, CAP. GRAL.",1483,2028-07-13,"FREIRE, RAMON, CAP. GRAL. 1483",-34.572597,-58.457619,4326
23,25,010A,417241.0,"GARCIA, TEODORO",2266,2028-07-15,"GARCIA, TEODORO 2266",-34.567971,-58.444163,4326
29,102,16,340612.0,DEL LIBERTADOR AV.,8330,2028-07-16,DEL LIBERTADOR AV. 8330,-34.538899,-58.465106,4326
45,9,5,177498.0,NEUQUEN,940,2028-07-17,NEUQUEN 940,-34.616041,-58.445557,4326
48,146,11,140873.0,LAUTARO,928,2028-07-18,LAUTARO 928,-34.637222,-58.452891,4326
51,3,2,351072.0,MENDOZA,5820,2028-07-18,MENDOZA 5820,-34.581396,-58.490844,4326
36,95,5,151507.0,MEXICO,3860,2028-07-20,MEXICO 3860,-34.620089,-58.420167,4326
27,111C,18,376554.0,"ROMERO, EDUARDO, Sgto.",2546,2028-07-23,"ROMERO, EDUARDO, Sgto. 2546",-34.549779,-58.447169,4326
36,110,29,150988.0,ESTADOS UNIDOS,3765,2028-07-24,ESTADOS UNIDOS 3765,-34.622613,-58.418662,4326
23,67,0FRB,414775.0,LA PAMPA,1648,2028-07-25,LA PAMPA 1648,-34.560774,-58.447227,4326
37,35,31,407497.0,DELGADO,863,2028-07-28,DELGADO 863,-34.578311,-58.453695,4326
48,78,27,143734.0,ITALIA,445,2028-07-29,ITALIA 445,Sin dato,Sin dato,Sin dato
2,22,003A,215748.0,BELGRANO AV.,648,2028-07-30,BELGRANO AV. 648,-34.612784,-58.375457,4326
37,108,23,407420.0,CONESA,845,2028-07-30,CONESA 845,-34.573992,-58.449342,4326
36,63,18,152509.0,"YRIGOYEN, HIPOLITO AV.",4059,2028-07-31,"YRIGOYEN, HIPOLITO AV. 4059",-34.614732,-58.423852,4326
59,040B,14,235002.0,"JUSTO, JUAN B. AV.",4609,2028-07-31,"JUSTO, JUAN B. AV. 4609",-34.608876,-58.464815,4326
35,097A,038B,413952.0,OLLEROS,2423,2028-07-31,OLLEROS 2423,-34.570815,-58.444107,4326
73,55,13,361635.0,"LOPEZ, CARLOS ANTONIO",2558,2028-07-31,"LOPEZ, CARLOS ANTONIO 2558",-34.583034,-58.499063,4326
48,113A,15,141727.0,"BONORINO, ESTEBAN, Cnel. AV.",677,2028-08-01,"BONORINO, ESTEBAN, Cnel. AV. 677",-34.635309,-58.456476,4326
36,54,32,160535.0,TREINTA Y TRES ORIENTALES,822,2028-08-01,TREINTA Y TRES ORIENTALES 822,-34.623506,-58.423379,4326
30,28,14,184562.0,LINIERS VIRREY,996,2028-08-02,LINIERS VIRREY 996,-34.623152,-58.413666,4326
43,184,013A,378519.0,BESARES,2489,2028-08-06,BESARES 2489,-34.545467,-58.471648,4326
52,78,45,55245.0,CASTAÑON,2988,2028-08-07,CASTAÑON 2988,-34.659223,-58.438717,4326
51,027B,6,351792.0,MONROE,5470,2028-08-08,MONROE 5470,-34.576775,-58.490503,4326
23,72,16,412428.0,"CAMPOS, LUIS M. AV.",333,2028-08-08,"CAMPOS, LUIS M. AV. 333",-34.573142,-58.432869,4326
23,129,26,413659.0,"HERNANDEZ, JOSE",1437,2028-08-08,"HERNANDEZ, JOSE 1437",-34.560052,-58.443779,4326
36,32,6,38750.0,PAVON AV.,4150,2028-08-09,PAVON AV. 4150,-34.631073,-58.422453,4326
37,85,28,407637.0,"FREIRE, RAMON, CAP. GRAL.",985,2028-08-09,"FREIRE, RAMON, CAP. GRAL. 985",-34.575394,-58.452325,4326
37,109,003A,407732.0,CRAMER,930,2028-08-09,CRAMER 930,-34.572563,-58.449669,4326
37,73,2,407984.0,"FREIRE, RAMON, CAP. GRAL.",1016,2028-08-09,"FREIRE, RAMON, CAP. GRAL. 1016",-34.575188,-58.452997,4326
28,4,24,195086.0,BOEDO AV.,386,2028-08-12,BOEDO AV. 386,-34.616985,-58.416833,4326
